A,C,DA,DR,D_A,D_R,MA,MR,R,Time
580,9,0,0,1,1,51,16,0,0.583642
581,9,0,0,1,1,51,16,0,0.584283
580,9,0,0,1,1,51,16,0,0.584679
580,9,0,0,1,1,52,16,0,0.584953
581,9,0,0,1,1,52,16,0,0.584986
582,9,0,0,1,1,52,16,0,0.585336
582,9,0,0,1,1,53,16,0,0.585551
583,9,0,0,1,1,53,16,0,0.586447
584,9,1,0,0,1,53,16,0,0.586575
583,9,0,0,1,1,53,16,0,0.586779
584,9,0,0,1,1,53,16,0,0.587778
584,9,0,0,1,1,53,17,0,0.587901
585,9,0,0,1,1,53,17,0,0.588096
586,9,0,0,1,1,53,17,0,0.588177
585,9,0,0,1,1,53,17,0,0.588197
585,9,0,0,1,1,52,17,0,0.588249
586,9,0,0,1,1,52,17,0,0.588319
586,9,0,0,1,1,53,17,0,0.58865
585,9,0,0,1,1,53,17,0,0.58869
586,9,0,0,1,1,53,17,0,0.58883
587,9,0,0,1,1,53,17,0,0.588863
588,9,0,0,1,1,53,17,0,0.588873
587,9,0,0,1,1,53,17,0,0.588956
586,9,0,0,1,1,53,17,0,0.588971
585,9,0,0,1,1,53,17,0,0.589127
586,9,0,0,1,1,53,17,0,0.589515
587,9,0,0,1,1,53,17,0,0.589833
587,9,0,0,1,1,52,17,0,0.58988
588,9,0,0,1,1,52,17,0,0.589972
589,9,0,0,1,1,52,17,0,0.590615
590,9,0,0,1,1,52,17,0,0.590938
591,9,0,0,1,1,52,17,0,0.591227
592,9,0,1,1,0,52,17,0,0.591239
593,9,0,1,1,0,52,17,0,0.591402
594,9,0,1,1,0,52,17,0,0.591402
595,9,0,1,1,0,52,17,0,0.591429
594,9,0,0,1,1,52,17,0,0.591581
595,9,0,0,1,1,52,17,0,0.591613
596,9,0,0,1,1,52,17,0,0.59175
597,9,0,0,1,1,52,17,0,0.592007
598,9,0,0,1,1,52,17,0,0.592391
599,9,0,0,1,1,52,17,0,0.592656
600,9,0,0,1,1,52,17,0,0.593071
601,9,0,0,1,1,52,17,0,0.59332
602,9,0,0,1,1,52,17,0,0.593612
602,9,0,0,1,1,51,17,0,0.593621
603,9,0,0,1,1,51,17,0,0.59366
602,9,0,0,1,1,51,17,0,0.593761
603,9,0,0,1,1,51,17,0,0.593854
604,9,0,0,1,1,51,17,0,0.593862
604,9,0,0,1,1,50,17,0,0.593925
604,9,0,0,1,1,49,17,0,0.594078
604,9,0,0,1,1,50,17,0,0.594347
605,9,0,0,1,1,50,17,0,0.594666
606,9,0,0,1,1,50,17,0,0.594807
607,9,0,0,1,1,50,17,0,0.594835
606,9,0,0,1,1,50,17,0,0.594886
607,9,0,0,1,1,50,17,0,0.595229
607,9,0,0,1,1,49,17,0,0.5955
607,9,0,0,1,1,48,17,0,0.595665
607,9,0,0,1,1,47,17,0,0.59567
608,9,0,0,1,1,47,17,0,0.596392
609,9,0,0,1,1,47,17,0,0.596448
609,9,0,0,1,1,46,17,0,0.59709
609,9,0,0,1,1,47,17,0,0.597815
610,9,0,0,1,1,47,17,0,0.597976
609,9,0,0,1,1,47,17,0,0.598231
610,9,0,0,1,1,47,17,0,0.598361
611,9,0,0,1,1,47,17,0,0.59854
611,9,0,0,1,1,46,17,0,0.598825
612,9,0,0,1,1,46,17,0,0.598852
611,9,0,0,1,1,46,17,0,0.599391
611,9,0,0,1,1,47,17,0,0.599525
612,9,0,0,1,1,47,17,0,0.599608
613,9,0,0,1,1,47,17,0,0.599632
612,9,0,0,1,1,47,17,0,0.599694
612,9,0,0,1,1,46,17,0,0.599718
612,9,0,0,1,1,47,17,0,0.599813
611,9,0,0,1,1,47,17,0,0.600308
612,9,0,0,1,1,47,17,0,0.600333
613,9,0,0,1,1,47,17,0,0.600462
613,9,0,0,1,1,48,17,0,0.600607
613,9,0,0,1,1,49,17,0,0.600925
614,9,0,0,1,1,49,17,0,0.600983
615,9,0,0,1,1,49,17,0,0.601262
615,9,0,0,1,1,48,17,0,0.601349
616,9,0,0,1,1,48,17,0,0.601532
615,9,0,0,1,1,48,17,0,0.601962
615,9,0,0,1,1,48,17,1,0.601994
616,9,0,0,1,1,48,17,1,0.602682
615,10,0,0,1,1,48,17,0,0.602707
614,10,0,0,1,1,48,17,0,0.602779
615,10,0,0,1,1,48,17,0,0.603258
614,10,0,0,1,1,48,17,0,0.603321
615,10,0,0,1,1,48,17,0,0.603552
616,10,0,0,1,1,48,17,0,0.604018
616,10,0,0,1,1,49,17,0,0.604063
616,10,0,0,1,1,48,17,0,0.604173
616,10,0,0,1,1,49,17,0,0.604533
615,10,0,0,1,1,49,17,0,0.604658
615,10,0,0,1,1,50,17,0,0.604819
615,10,0,0,1,1,49,17,0,0.605067
616,10,0,0,1,1,49,17,0,0.605252
617,10,0,0,1,1,49,17,0,0.605274
618,10,0,0,1,1,49,17,0,0.605545
617,10,0,0,1,1,49,17,0,0.605722
618,10,0,0,1,1,49,17,0,0.606369
619,10,0,0,1,1,49,17,0,0.60653
620,10,0,0,1,1,49,17,0,0.606674
621,10,0,0,1,1,49,17,0,0.606817
622,10,1,0,0,1,49,17,0,0.6069
623,10,1,0,0,1,49,17,0,0.606993
624,10,1,0,0,1,49,17,0,0.607482
625,10,1,0,0,1,49,17,0,0.607519
626,10,1,0,0,1,49,17,0,0.607614
626,10,1,0,0,1,48,17,0,0.607954
626,10,1,0,0,1,49,17,0,0.608182
627,10,1,0,0,1,49,17,0,0.608354
627,10,1,0,0,1,48,17,0,0.60851
626,10,1,0,0,1,48,17,0,0.609003
627,10,1,0,0,1,48,17,0,0.609466
626,10,1,0,0,1,48,17,0,0.609526
625,10,0,0,1,1,48,17,0,0.60954
626,10,0,0,1,1,48,17,0,0.609898
625,10,0,0,1,1,48,17,0,0.610078
626,10,0,0,1,1,48,17,0,0.610085
627,10,0,0,1,1,48,17,0,0.610772
627,10,0,0,1,1,49,17,0,0.610973
627,10,0,0,1,1,48,17,0,0.611003
628,10,0,0,1,1,48,17,0,0.611143
629,10,0,0,1,1,48,17,0,0.611458
630,10,0,0,1,1,48,17,0,0.611607
631,10,0,0,1,1,48,17,0,0.611692
631,10,0,0,1,1,48,17,1,0.611698
632,10,0,0,1,1,48,17,1,0.611818
633,10,0,0,1,1,48,17,1,0.61192
632,11,0,0,1,1,48,17,0,0.612159
633,11,0,0,1,1,48,17,0,0.612356
634,11,0,0,1,1,48,17,0,0.612741
635,11,0,0,1,1,48,17,0,0.612868
634,11,0,0,1,1,48,17,0,0.613392
635,11,0,0,1,1,48,17,0,0.613738
635,11,0,0,1,1,48,18,0,0.613768
636,11,0,0,1,1,48,18,0,0.614223
637,11,0,0,1,1,48,18,0,0.614345
637,11,0,0,1,1,48,18,1,0.61456
638,11,0,0,1,1,48,18,1,0.614564
637,11,0,0,1,1,48,18,1,0.615055
638,11,0,0,1,1,48,18,1,0.615709
637,11,0,0,1,1,48,18,1,0.615846
637,11,0,0,1,1,47,18,1,0.616086
638,11,0,0,1,1,47,18,1,0.616111
639,11,0,0,1,1,47,18,1,0.616142
638,12,0,0,1,1,47,18,0,0.616382
639,12,0,0,1,1,47,18,0,0.616522
640,12,0,0,1,1,47,18,0,0.616968
639,12,0,0,1,1,47,18,0,0.617045
639,12,0,0,1,1,46,18,0,0.617172
639,12,0,0,1,1,45,18,0,0.617337
639,12,0,0,1,1,44,18,0,0.617452
640,12,0,0,1,1,44,18,0,0.617665
640,12,0,0,1,1,43,18,0,0.617813
640,12,0,0,1,1,42,18,0,0.617827
641,12,0,0,1,1,42,18,0,0.617905
642,12,0,0,1,1,42,18,0,0.618175
643,12,0,0,1,1,42,18,0,0.618251
644,12,0,0,1,1,42,18,0,0.618595
645,12,0,0,1,1,42,18,0,0.61886
644,12,0,0,1,1,42,18,0,0.618904
645,12,0,0,1,1,42,18,0,0.61921
644,12,0,0,1,1,42,18,0,0.619395
643,12,0,0,1,1,42,18,0,0.619858
643,12,0,0,1,1,43,18,0,0.619883
644,12,0,0,1,1,43,18,0,0.619897
645,12,0,0,1,1,43,18,0,0.620473
645,12,0,0,1,1,44,18,0,0.620596
645,12,0,0,1,1,45,18,0,0.620691
646,12,0,0,1,1,45,18,0,0.621035
646,12,0,0,1,1,46,18,0,0.621042
647,12,0,0,1,1,46,18,0,0.621055
648,12,0,0,1,1,46,18,0,0.621158
649,12,0,0,1,1,46,18,0,0.621791
650,12,0,0,1,1,46,18,0,0.621803
651,12,0,0,1,1,46,18,0,0.623007
651,12,0,0,1,1,46,19,0,0.623227
652,12,0,0,1,1,46,19,0,0.623654
652,12,0,0,1,1,47,19,0,0.623704
653,12,0,0,1,1,47,19,0,0.623984
653,12,0,0,1,1,46,19,0,0.624271
654,12,0,0,1,1,46,19,0,0.624313
654,12,0,0,1,1,45,19,0,0.624409
655,12,0,0,1,1,45,19,0,0.624431
656,12,0,0,1,1,45,19,0,0.624628
655,12,0,0,1,1,45,19,0,0.625366
655,12,0,0,1,1,46,19,0,0.625829
656,12,0,0,1,1,46,19,0,0.625906
657,12,0,0,1,1,46,19,0,0.626082
658,12,0,0,1,1,46,19,0,0.626096
659,12,0,0,1,1,46,19,0,0.626152
660,12,0,0,1,1,46,19,0,0.626369
659,12,0,0,1,1,46,19,0,0.626737
660,12,0,0,1,1,46,19,0,0.627327
659,12,0,0,1,1,46,19,0,0.627369
660,12,0,0,1,1,46,19,0,0.627524
659,12,0,0,1,1,46,19,0,0.627629
660,12,0,0,1,1,46,19,0,0.627688
661,12,0,0,1,1,46,19,0,0.627732
662,12,0,0,1,1,46,19,0,0.627798
663,12,0,0,1,1,46,19,0,0.628
664,12,0,0,1,1,46,19,0,0.628079
665,12,0,0,1,1,46,19,0,0.62858
665,12,0,0,1,1,47,19,0,0.629011
664,12,0,0,1,1,47,19,0,0.629228
664,12,0,0,1,1,46,19,0,0.630058
665,12,0,0,1,1,46,19,0,0.630136
666,12,0,0,1,1,46,19,0,0.630407
666,12,0,0,1,1,45,19,0,0.630409
667,12,0,0,1,1,45,19,0,0.630534
667,12,0,0,1,1,44,19,0,0.630605
668,12,0,0,1,1,44,19,0,0.63099
668,12,0,0,1,1,43,19,0,0.631097
669,12,0,0,1,1,43,19,0,0.631437
670,12,0,0,1,1,43,19,0,0.631872
671,12,0,0,1,1,43,19,0,0.632254
671,12,0,0,1,1,43,19,1,0.632389
670,12,0,0,1,1,43,19,1,0.632445
671,12,0,0,1,1,43,19,1,0.632651
671,12,0,0,1,1,42,19,1,0.632721
670,13,0,0,1,1,42,19,0,0.632771
669,13,0,0,1,1,42,19,0,0.632934
668,13,0,0,1,1,42,19,0,0.633134
669,13,0,0,1,1,42,19,0,0.633142
670,13,0,0,1,1,42,19,0,0.633217
669,13,0,0,1,1,42,19,0,0.6333
670,13,0,0,1,1,42,19,0,0.63361
670,13,0,0,1,1,42,18,0,0.633726
671,13,0,0,1,1,42,18,0,0.633792
672,13,0,0,1,1,42,18,0,0.634071
673,13,1,0,0,1,42,18,0,0.635103
672,13,0,0,1,1,42,18,0,0.635136
673,13,0,0,1,1,42,18,0,0.635853
674,13,0,0,1,1,42,18,0,0.635955
675,13,0,0,1,1,42,18,0,0.636526
675,13,0,0,1,1,41,18,0,0.636659
676,13,0,1,1,0,41,18,0,0.63685
677,13,0,1,1,0,41,18,0,0.63712
678,13,0,1,1,0,41,18,0,0.637174
677,13,0,0,1,1,41,18,0,0.637647
678,13,0,0,1,1,41,18,0,0.637743
678,13,0,0,1,1,42,18,0,0.637843
679,13,0,0,1,1,42,18,0,0.637982
679,13,0,0,1,1,43,18,0,0.638312
679,13,0,0,1,1,42,18,0,0.638361
680,13,0,0,1,1,42,18,0,0.639027
681,13,0,0,1,1,42,18,0,0.639035
682,13,0,0,1,1,42,18,0,0.63912
683,13,0,0,1,1,42,18,0,0.639691
684,13,0,0,1,1,42,18,0,0.639796
684,13,0,0,1,1,43,18,0,0.639924
685,13,0,0,1,1,43,18,0,0.640058
686,13,0,0,1,1,43,18,0,0.640823
686,13,0,0,1,1,44,18,0,0.641074
687,13,0,1,1,0,44,18,0,0.641127
688,13,0,1,1,0,44,18,0,0.641412
689,13,0,1,1,0,44,18,0,0.641606
688,13,0,0,1,1,44,18,0,0.641689
688,13,0,0,1,1,44,19,0,0.641771
688,13,0,0,1,1,45,19,0,0.64189
689,13,0,0,1,1,45,19,0,0.642999
688,13,0,0,1,1,45,19,0,0.643677
688,13,0,0,1,1,45,20,0,0.643755
689,13,0,0,1,1,45,20,0,0.643781
688,13,0,0,1,1,45,20,0,0.643889
688,13,0,0,1,1,44,20,0,0.643915
689,13,0,0,1,1,44,20,0,0.643923
689,13,0,0,1,1,44,20,1,0.644067
688,14,0,0,1,1,44,20,0,0.644132
689,14,0,0,1,1,44,20,0,0.644166
690,14,0,0,1,1,44,20,0,0.644338
689,14,0,0,1,1,44,20,0,0.644736
690,14,0,0,1,1,44,20,0,0.645095
691,14,0,0,1,1,44,20,0,0.645361
692,14,0,0,1,1,44,20,0,0.645474
693,14,0,0,1,1,44,20,0,0.645587
692,14,0,0,1,1,44,20,0,0.645732
692,14,0,0,1,1,45,20,0,0.646191
693,14,0,1,1,0,45,20,0,0.646228
694,14,0,1,1,0,45,20,0,0.646568
695,14,0,1,1,0,45,20,0,0.646753
694,14,0,0,1,1,45,20,0,0.646918
694,14,0,0,1,1,44,20,0,0.647288
695,14,0,0,1,1,44,20,0,0.647799
696,14,0,0,1,1,44,20,0,0.648256
696,14,0,0,1,1,43,20,0,0.648411
697,14,0,0,1,1,43,20,0,0.648571
698,14,0,0,1,1,43,20,0,0.648651
698,14,0,0,1,1,42,20,0,0.648721
698,14,0,0,1,1,43,20,0,0.649007
697,14,0,0,1,1,43,20,0,0.649093
698,14,0,0,1,1,43,20,0,0.650176
698,14,0,0,1,1,42,20,0,0.650242
699,14,0,0,1,1,42,20,0,0.650244
698,14,0,0,1,1,42,20,0,0.650423
699,14,0,0,1,1,42,20,0,0.651337
700,14,0,0,1,1,42,20,0,0.651423
701,14,0,0,1,1,42,20,0,0.651537
701,14,0,0,1,1,41,20,0,0.651658
701,14,0,0,1,1,42,20,0,0.651779
702,14,0,0,1,1,42,20,0,0.651972
701,14,0,0,1,1,42,20,0,0.652222
700,14,0,0,1,1,42,20,0,0.65287
701,14,0,0,1,1,42,20,0,0.652983
700,14,0,0,1,1,42,20,0,0.65307
699,14,0,0,1,1,42,20,0,0.65328
700,14,0,0,1,1,42,20,0,0.653448
701,14,0,0,1,1,42,20,0,0.653681
700,14,0,0,1,1,42,20,0,0.653792
699,14,0,0,1,1,42,20,0,0.6539
700,14,0,0,1,1,42,20,0,0.654408
701,14,0,0,1,1,42,20,0,0.65496
702,14,0,0,1,1,42,20,0,0.655042
703,14,0,0,1,1,42,20,0,0.655148
704,14,0,0,1,1,42,20,0,0.655611
704,14,0,0,1,1,42,20,1,0.655624
703,15,0,0,1,1,42,20,0,0.655694
704,15,0,0,1,1,42,20,0,0.655763
705,15,0,0,1,1,42,20,0,0.655874
706,15,0,0,1,1,42,20,0,0.656011
707,15,0,0,1,1,42,20,0,0.65605
707,15,0,0,1,1,43,20,0,0.656884
708,15,0,0,1,1,43,20,0,0.657176
708,15,0,0,1,1,42,20,0,0.657406
709,15,1,0,0,1,42,20,0,0.657808
710,15,1,0,0,1,42,20,0,0.657844
709,15,1,0,0,1,42,20,0,0.658101
710,15,1,0,0,1,42,20,0,0.658218
709,15,1,0,0,1,42,20,0,0.658238
708,15,1,0,0,1,42,20,0,0.658628
708,15,1,0,0,1,42,19,0,0.659002
708,15,1,0,0,1,41,19,0,0.659416
709,15,1,0,0,1,41,19,0,0.659473
710,15,1,0,0,1,41,19,0,0.659615
711,15,1,0,0,1,41,19,0,0.659718
710,15,0,0,1,1,41,19,0,0.659838
710,15,0,0,1,1,41,20,0,0.659851
711,15,0,0,1,1,41,20,0,0.660188
711,15,0,0,1,1,42,20,0,0.660493
711,15,0,0,1,1,41,20,0,0.660583
712,15,0,0,1,1,41,20,0,0.660915
713,15,0,0,1,1,41,20,0,0.660921
714,15,0,0,1,1,41,20,0,0.660922
713,15,0,0,1,1,41,20,0,0.661042
713,15,0,0,1,1,42,20,0,0.661558
714,15,0,0,1,1,42,20,0,0.661565
714,15,0,0,1,1,43,20,0,0.662044
713,15,0,0,1,1,43,20,0,0.662853
713,15,0,0,1,1,42,20,0,0.663234
712,15,0,0,1,1,42,20,0,0.664267
713,15,0,0,1,1,42,20,0,0.66432
713,15,0,0,1,1,41,20,0,0.664333
713,15,0,0,1,1,42,20,0,0.664772
714,15,0,0,1,1,42,20,0,0.665564
714,15,0,0,1,1,43,20,0,0.665623
715,15,0,0,1,1,43,20,0,0.665787
715,15,0,0,1,1,42,20,0,0.665869
715,15,0,0,1,1,43,20,0,0.665942
714,15,0,0,1,1,43,20,0,0.666171
713,15,0,0,1,1,43,20,0,0.666791
713,15,0,0,1,1,42,20,0,0.667453
712,15,0,0,1,1,42,20,0,0.667521
713,15,0,0,1,1,42,20,0,0.66756
714,15,0,0,1,1,42,20,0,0.667695
715,15,0,0,1,1,42,20,0,0.667728
714,15,0,0,1,1,42,20,0,0.667782
715,15,0,0,1,1,42,20,0,0.66815
716,15,0,0,1,1,42,20,0,0.668222
716,15,0,0,1,1,43,20,0,0.668548
717,15,0,0,1,1,43,20,0,0.668932
717,15,0,0,1,1,44,20,0,0.669112
718,15,0,0,1,1,44,20,0,0.669361
719,15,0,0,1,1,44,20,0,0.669701
720,15,0,0,1,1,44,20,0,0.66982
720,15,0,0,1,1,45,20,0,0.670057
720,15,0,0,1,1,46,20,0,0.670431
721,15,0,0,1,1,46,20,0,0.671166
722,15,0,1,1,0,46,20,0,0.671278
721,15,0,1,1,0,46,20,0,0.671309
722,15,0,1,1,0,46,20,0,0.67158
721,15,0,0,1,1,46,20,0,0.671883
722,15,0,0,1,1,46,20,0,0.672029
722,15,0,0,1,1,47,20,0,0.672093
723,15,0,0,1,1,47,20,0,0.672358
723,15,0,0,1,1,46,20,0,0.672529
723,15,0,0,1,1,45,20,0,0.672634
724,15,0,0,1,1,45,20,0,0.672754
725,15,0,0,1,1,45,20,0,0.673498
726,15,0,0,1,1,45,20,0,0.67357
726,15,0,0,1,1,44,20,0,0.673697
726,15,0,0,1,1,44,20,1,0.673819
727,15,0,0,1,1,44,20,1,0.673896
728,15,0,0,1,1,44,20,1,0.673974
729,15,0,0,1,1,44,20,1,0.674429
728,16,0,0,1,1,44,20,0,0.674629
729,16,0,0,1,1,44,20,0,0.675101
728,16,0,0,1,1,44,20,0,0.675124
728,16,0,0,1,1,45,20,0,0.675597
729,16,0,0,1,1,45,20,0,0.67581
728,16,0,0,1,1,45,20,0,0.676122
729,16,0,0,1,1,45,20,0,0.676508
728,16,0,0,1,1,45,20,0,0.676911
728,16,0,0,1,1,44,20,0,0.677085
727,16,0,0,1,1,44,20,0,0.677307
726,16,0,0,1,1,44,20,0,0.677742
727,16,0,0,1,1,44,20,0,0.67775
726,16,0,0,1,1,44,20,0,0.678036
727,16,0,1,1,0,44,20,0,0.678144
727,16,0,1,1,0,45,20,0,0.67819
726,16,0,1,1,0,45,20,0,0.678264
727,16,0,1,1,0,45,20,0,0.678355
726,16,0,1,1,0,45,20,0,0.678735
725,16,0,1,1,0,45,20,0,0.678752
726,16,0,1,1,0,45,20,0,0.678822
726,16,0,1,1,0,44,20,0,0.67885
727,16,0,1,1,0,44,20,0,0.679025
727,16,0,1,1,0,44,20,1,0.679438
728,16,0,1,1,0,44,20,1,0.679502
729,16,0,1,1,0,44,20,1,0.679613
728,16,0,1,1,0,44,20,1,0.679943
729,16,0,1,1,0,44,20,1,0.680055
730,16,0,1,1,0,44,20,1,0.680144
731,16,0,1,1,0,44,20,1,0.680245
730,16,0,1,1,0,44,20,1,0.680351
729,16,0,1,1,0,44,20,1,0.680498
728,16,0,1,1,0,44,20,1,0.680775
727,17,0,1,1,0,44,20,0,0.680878
727,17,0,1,1,0,45,20,0,0.680954
726,17,0,0,1,1,45,20,0,0.681338
726,17,0,0,1,1,44,20,0,0.681667
727,17,0,0,1,1,44,20,0,0.682159
728,17,0,0,1,1,44,20,0,0.682594
728,17,0,0,1,1,44,20,1,0.682696
727,17,0,0,1,1,44,20,1,0.682731
726,18,0,0,1,1,44,20,0,0.682818
727,18,0,0,1,1,44,20,0,0.68286
728,18,0,1,1,0,44,20,0,0.682867
729,18,0,1,1,0,44,20,0,0.683207
729,18,0,1,1,0,44,20,1,0.683632
728,19,0,1,1,0,44,20,0,0.683763
728,19,0,1,1,0,45,20,0,0.684112
729,19,0,1,1,0,45,20,0,0.684244
730,19,0,1,1,0,45,20,0,0.684377
729,19,0,1,1,0,45,20,0,0.684645
730,19,0,1,1,0,45,20,0,0.685656
731,19,0,1,1,0,45,20,0,0.685681
730,19,0,1,1,0,45,20,0,0.685956
729,19,0,0,1,1,45,20,0,0.686194
729,19,0,0,1,1,46,20,0,0.686319
728,19,0,0,1,1,46,20,0,0.686324
728,19,0,0,1,1,45,20,0,0.686394
729,19,0,0,1,1,45,20,0,0.686721
730,19,0,0,1,1,45,20,0,0.68674
731,19,0,0,1,1,45,20,0,0.686886
732,19,0,0,1,1,45,20,0,0.68704
732,19,0,0,1,1,44,20,0,0.68714
733,19,1,0,0,1,44,20,0,0.687269
732,19,1,0,0,1,44,20,0,0.687335
731,19,1,0,0,1,44,20,0,0.687886
732,19,1,0,0,1,44,20,0,0.688709
733,19,1,0,0,1,44,20,0,0.688824
734,19,1,0,0,1,44,20,0,0.689042
735,19,1,0,0,1,44,20,0,0.689584
736,19,1,0,0,1,44,20,0,0.689848
735,19,0,0,1,1,44,20,0,0.689872
736,19,0,0,1,1,44,20,0,0.690094
737,19,0,0,1,1,44,20,0,0.69031
736,19,0,0,1,1,44,20,0,0.690316
736,19,0,0,1,1,45,20,0,0.690497
737,19,0,0,1,1,45,20,0,0.690509
738,19,0,0,1,1,45,20,0,0.690775
739,19,0,0,1,1,45,20,0,0.690853
740,19,0,0,1,1,45,20,0,0.69114
741,19,0,0,1,1,45,20,0,0.691164
742,19,0,0,1,1,45,20,0,0.691383
743,19,0,0,1,1,45,20,0,0.691441
743,19,0,0,1,1,46,20,0,0.691618
744,19,0,0,1,1,46,20,0,0.691822
745,19,0,0,1,1,46,20,0,0.692509
744,19,0,0,1,1,46,20,0,0.692525
745,19,0,0,1,1,46,20,0,0.692569
744,19,0,0,1,1,46,20,0,0.692705
744,19,0,0,1,1,45,20,0,0.693043
744,19,0,0,1,1,44,20,0,0.693172
744,19,0,0,1,1,45,20,0,0.693326
745,19,0,0,1,1,45,20,0,0.693388
746,19,0,0,1,1,45,20,0,0.69359
746,19,0,0,1,1,44,20,0,0.693594
747,19,0,0,1,1,44,20,0,0.693635
748,19,0,0,1,1,44,20,0,0.69371
748,19,0,0,1,1,43,20,0,0.693773
747,19,0,0,1,1,43,20,0,0.695082
748,19,0,0,1,1,43,20,0,0.695241
747,19,0,0,1,1,43,20,0,0.695298
748,19,0,0,1,1,43,20,0,0.69531
748,19,0,0,1,1,42,20,0,0.695387
749,19,0,1,1,0,42,20,0,0.695748
748,19,0,0,1,1,42,20,0,0.696414
749,19,0,0,1,1,42,20,0,0.696575
750,19,0,0,1,1,42,20,0,0.696598
751,19,0,0,1,1,42,20,0,0.696721
752,19,0,0,1,1,42,20,0,0.697129
752,19,0,0,1,1,43,20,0,0.697348
753,19,0,0,1,1,43,20,0,0.697556
754,19,0,0,1,1,43,20,0,0.697589
754,19,0,0,1,1,43,21,0,0.697853
755,19,0,0,1,1,43,21,0,0.697997
754,19,0,0,1,1,43,21,0,0.698263
754,19,0,0,1,1,44,21,0,0.698346
754,19,0,0,1,1,45,21,0,0.698756
755,19,0,0,1,1,45,21,0,0.699132
756,19,0,0,1,1,45,21,0,0.699235
757,19,0,0,1,1,45,21,0,0.699622
758,19,0,0,1,1,45,21,0,0.699876
757,19,0,0,1,1,45,21,0,0.700011
756,19,0,0,1,1,45,21,0,0.701926
757,19,0,0,1,1,45,21,0,0.702056
758,19,0,0,1,1,45,21,0,0.702545
759,19,0,0,1,1,45,21,0,0.70279
758,19,0,0,1,1,45,21,0,0.7028
759,19,0,0,1,1,45,21,0,0.703076
760,19,0,0,1,1,45,21,0,0.703666
760,19,0,0,1,1,45,21,1,0.703739
761,19,0,0,1,1,45,21,1,0.703854
760,20,0,0,1,1,45,21,0,0.704102
761,20,0,0,1,1,45,21,0,0.704404
761,20,0,0,1,1,46,21,0,0.704582
760,20,0,0,1,1,46,21,0,0.704662
760,20,0,0,1,1,45,21,0,0.704891
759,20,0,0,1,1,45,21,0,0.705055
759,20,0,0,1,1,44,21,0,0.705427
759,20,0,0,1,1,44,22,0,0.705464
760,20,0,1,1,0,44,22,0,0.705518
761,20,0,1,1,0,44,22,0,0.705578
761,20,0,1,1,0,45,22,0,0.705635
762,20,0,1,1,0,45,22,0,0.705742
763,20,0,1,1,0,45,22,0,0.706106
762,20,0,1,1,0,45,22,0,0.706244
762,20,0,1,1,0,44,22,0,0.706256
763,20,0,1,1,0,44,22,0,0.706347
763,20,0,1,1,0,43,22,0,0.70637
762,20,0,1,1,0,43,22,0,0.706658
763,20,0,1,1,0,43,22,0,0.706792
763,20,0,1,1,0,44,22,0,0.706921
764,20,0,1,1,0,44,22,0,0.708206
763,20,0,0,1,1,44,22,0,0.708988
764,20,0,0,1,1,44,22,0,0.70909
764,20,0,0,1,1,45,22,0,0.70923
763,20,0,0,1,1,45,22,0,0.709406
764,20,0,0,1,1,45,22,0,0.709431
763,20,0,0,1,1,45,22,0,0.709525
763,20,0,0,1,1,45,23,0,0.709564
764,20,0,0,1,1,45,23,0,0.709632
763,20,0,0,1,1,45,23,0,0.709712
763,20,0,0,1,1,44,23,0,0.70988
763,20,0,0,1,1,43,23,0,0.709979
764,20,0,0,1,1,43,23,0,0.710013
764,20,0,0,1,1,42,23,0,0.710023
765,20,0,0,1,1,42,23,0,0.710049
766,20,0,0,1,1,42,23,0,0.710612
766,20,0,0,1,1,41,23,0,0.710883
767,20,0,0,1,1,41,23,0,0.711106
768,20,0,0,1,1,41,23,0,0.711251
769,20,0,0,1,1,41,23,0,0.711363
770,20,0,0,1,1,41,23,0,0.711463
771,20,0,0,1,1,41,23,0,0.711572
771,20,0,0,1,1,42,23,0,0.711749
772,20,0,0,1,1,42,23,0,0.712025
771,20,0,0,1,1,42,23,0,0.71256
772,20,0,0,1,1,42,23,0,0.712793
772,20,0,0,1,1,41,23,0,0.712849
772,20,0,0,1,1,42,23,0,0.71308
773,20,0,0,1,1,42,23,0,0.713191
772,20,0,0,1,1,42,23,0,0.714134
773,20,0,0,1,1,42,23,0,0.714622
773,20,0,0,1,1,42,24,0,0.715054
774,20,0,1,1,0,42,24,0,0.71561
775,20,0,1,1,0,42,24,0,0.715859
774,20,0,1,1,0,42,24,0,0.71605
775,20,0,1,1,0,42,24,0,0.716137
774,20,0,0,1,1,42,24,0,0.716328
774,20,0,0,1,1,41,24,0,0.716545
775,20,0,0,1,1,41,24,0,0.716957
774,20,0,0,1,1,41,24,0,0.716996
775,20,0,0,1,1,41,24,0,0.717183
775,20,0,0,1,1,41,24,1,0.717454
774,20,0,0,1,1,41,24,1,0.717525
774,20,0,0,1,1,41,23,1,0.717734
773,21,0,0,1,1,41,23,0,0.717768
773,21,0,0,1,1,40,23,0,0.718065
772,21,0,0,1,1,40,23,0,0.718258
773,21,0,0,1,1,40,23,0,0.718259
773,21,0,0,1,1,41,23,0,0.718528
774,21,0,0,1,1,41,23,0,0.719748
775,21,0,0,1,1,41,23,0,0.720162
776,21,0,0,1,1,41,23,0,0.720461
777,21,0,0,1,1,41,23,0,0.7207
777,21,0,0,1,1,42,23,0,0.721319
778,21,0,0,1,1,42,23,0,0.72141
