A,C,DA,DR,D_A,D_R,MA,MR,R,Time
17,0,1,1,0,0,15,0,0,0.138262
17,0,1,1,0,0,14,0,0,0.139228
18,0,1,1,0,0,14,0,0,0.139367
19,0,1,1,0,0,14,0,0,0.140133
20,0,1,1,0,0,14,0,0,0.141291
21,0,1,1,0,0,14,0,0,0.141418
22,0,1,1,0,0,14,0,0,0.141727
23,0,1,1,0,0,14,0,0,0.141816
24,0,1,1,0,0,14,0,0,0.1423
25,0,1,1,0,0,14,0,0,0.14412
26,0,1,1,0,0,14,0,0,0.144195
27,0,1,1,0,0,14,0,0,0.146855
28,0,1,1,0,0,14,0,0,0.146921
29,0,1,1,0,0,14,0,0,0.147725
30,0,1,1,0,0,14,0,0,0.147842
29,0,1,0,0,1,14,0,0,0.148245
30,0,1,0,0,1,14,0,0,0.149677
31,0,1,0,0,1,14,0,0,0.149773
32,0,1,0,0,1,14,0,0,0.150049
33,0,1,0,0,1,14,0,0,0.151601
34,0,1,0,0,1,14,0,0,0.15206
35,0,1,0,0,1,14,0,0,0.152165
35,0,1,0,0,1,15,0,0,0.154421
36,0,1,0,0,1,15,0,0,0.154732
36,0,1,0,0,1,15,1,0,0.157255
37,0,1,0,0,1,15,1,0,0.158323
38,0,1,0,0,1,15,1,0,0.158435
39,0,1,1,0,0,15,1,0,0.158646
40,0,1,1,0,0,15,1,0,0.158864
41,0,1,1,0,0,15,1,0,0.158906
42,0,1,1,0,0,15,1,0,0.159965
43,0,1,1,0,0,15,1,0,0.16184
43,0,1,1,0,0,16,1,0,0.161941
44,0,1,1,0,0,16,1,0,0.162344
45,0,1,1,0,0,16,1,0,0.16495
46,0,1,1,0,0,16,1,0,0.165564
47,0,1,1,0,0,16,1,0,0.167063
47,0,1,1,0,0,15,1,0,0.167453
48,0,1,1,0,0,15,1,0,0.168297
49,0,1,1,0,0,15,1,0,0.168394
49,0,1,1,0,0,14,1,0,0.168565
50,0,1,1,0,0,14,1,0,0.168721
51,0,1,1,0,0,14,1,0,0.169478
52,0,1,1,0,0,14,1,0,0.172036
53,0,1,1,0,0,14,1,0,0.172694
54,0,1,1,0,0,14,1,0,0.173678
55,0,1,1,0,0,14,1,0,0.174507
56,0,1,1,0,0,14,1,0,0.175228
57,0,1,1,0,0,14,1,0,0.176697
57,0,1,1,0,0,15,1,0,0.177474
57,0,1,1,0,0,14,1,0,0.178261
58,0,1,1,0,0,14,1,0,0.178552
58,0,1,1,0,0,13,1,0,0.178631
59,0,1,1,0,0,13,1,0,0.179478
60,0,1,1,0,0,13,1,0,0.179822
61,0,1,1,0,0,13,1,0,0.180539
61,0,1,1,0,0,12,1,0,0.180852
62,0,1,1,0,0,12,1,0,0.181211
63,0,1,1,0,0,12,1,0,0.183823
64,0,1,1,0,0,12,1,0,0.184815
63,0,1,1,0,0,12,1,0,0.185112
63,0,1,1,0,0,11,1,0,0.185172
64,0,1,1,0,0,11,1,0,0.186284
65,0,1,1,0,0,11,1,0,0.187147
64,0,1,0,0,1,11,1,0,0.187424
64,0,1,0,0,1,10,1,0,0.187664
64,0,1,0,0,1,10,2,0,0.189688
65,0,1,0,0,1,10,2,0,0.18992
65,0,1,0,0,1,11,2,0,0.190887
64,0,0,0,1,1,11,2,0,0.192426
64,0,0,0,1,1,12,2,0,0.193804
65,0,0,0,1,1,12,2,0,0.194445
65,0,0,0,1,1,13,2,0,0.194967
65,0,0,0,1,1,14,2,0,0.195547
65,0,0,0,1,1,14,3,0,0.195614
66,0,0,0,1,1,14,3,0,0.197052
67,0,0,0,1,1,14,3,0,0.197377
67,0,0,0,1,1,13,3,0,0.197781
68,0,0,0,1,1,13,3,0,0.19816
68,0,0,0,1,1,13,3,1,0.198234
69,0,0,1,1,0,13,3,1,0.198255
70,0,0,1,1,0,13,3,1,0.198531
70,0,0,1,1,0,14,3,1,0.199738
71,0,0,1,1,0,14,3,1,0.200313
72,0,0,1,1,0,14,3,1,0.200428
71,0,0,1,1,0,14,3,1,0.202066
72,0,0,1,1,0,14,3,1,0.203723
73,0,0,1,1,0,14,3,1,0.204366
74,0,0,1,1,0,14,3,1,0.205922
75,0,1,1,0,0,14,3,1,0.206029
74,0,1,0,0,1,14,3,1,0.206176
74,0,1,0,0,1,13,3,1,0.207671
75,0,1,1,0,0,13,3,1,0.208422
74,0,1,0,0,1,13,3,1,0.209531
74,0,1,0,0,1,12,3,1,0.210045
75,0,1,0,0,1,12,3,1,0.211475
76,0,1,1,0,0,12,3,1,0.213663
75,1,1,1,0,0,12,3,0,0.214211
74,1,1,1,0,0,12,3,0,0.214878
73,1,0,1,1,0,12,3,0,0.215097
73,1,0,1,1,0,11,3,0,0.215748
74,1,0,1,1,0,11,3,0,0.216001
73,1,0,0,1,1,11,3,0,0.216308
72,1,0,0,1,1,11,3,0,0.218114
72,1,0,0,1,1,12,3,0,0.2199
72,1,0,0,1,1,13,3,0,0.220232
72,1,0,0,1,1,14,3,0,0.2206
73,1,0,0,1,1,14,3,0,0.220647
73,1,0,0,1,1,15,3,0,0.221022
74,1,0,0,1,1,15,3,0,0.221094
75,1,0,0,1,1,15,3,0,0.221102
76,1,0,0,1,1,15,3,0,0.221583
77,1,0,1,1,0,15,3,0,0.221678
78,1,0,1,1,0,15,3,0,0.222124
79,1,0,1,1,0,15,3,0,0.222264
79,1,0,1,1,0,16,3,0,0.224598
80,1,0,1,1,0,16,3,0,0.22533
80,1,0,1,1,0,17,3,0,0.22831
81,1,0,1,1,0,17,3,0,0.228696
81,0,0,1,1,0,17,3,1,0.228964
82,0,0,1,1,0,17,3,1,0.229679
83,0,0,1,1,0,17,3,1,0.230339
84,0,0,1,1,0,17,3,1,0.23035
85,0,0,1,1,0,17,3,1,0.230442
86,0,0,1,1,0,17,3,1,0.230779
86,0,0,1,1,0,18,3,1,0.231454
87,0,0,1,1,0,18,3,1,0.231546
87,0,0,1,1,0,17,3,1,0.231902
88,0,0,1,1,0,17,3,1,0.23273
88,0,0,1,1,0,18,3,1,0.233878
89,0,0,1,1,0,18,3,1,0.234716
89,0,0,1,1,0,17,3,1,0.235578
89,0,0,1,1,0,16,3,1,0.235771
88,1,0,1,1,0,16,3,0,0.23583
89,1,0,1,1,0,16,3,0,0.235924
89,1,0,1,1,0,17,3,0,0.237681
89,1,0,1,1,0,18,3,0,0.238348
90,1,0,1,1,0,18,3,0,0.239895
90,1,0,1,1,0,17,3,0,0.242708
91,1,0,1,1,0,17,3,0,0.244196
91,1,0,1,1,0,18,3,0,0.244546
92,1,0,1,1,0,18,3,0,0.245141
93,1,0,1,1,0,18,3,0,0.245826
94,1,0,1,1,0,18,3,0,0.245932
94,1,0,1,1,0,19,3,0,0.247024
93,1,0,1,1,0,19,3,0,0.248112
94,1,0,1,1,0,19,3,0,0.248336
93,1,0,1,1,0,19,3,0,0.248631
92,1,0,0,1,1,19,3,0,0.248859
92,1,0,0,1,1,20,3,0,0.250354
92,1,0,0,1,1,21,3,0,0.252015
93,1,0,0,1,1,21,3,0,0.25248
94,1,0,0,1,1,21,3,0,0.253167
95,1,0,0,1,1,21,3,0,0.253245
95,1,0,0,1,1,22,3,0,0.254435
96,1,1,0,0,1,22,3,0,0.255155
96,1,1,0,0,1,21,3,0,0.256477
97,1,1,0,0,1,21,3,0,0.256562
96,1,0,0,1,1,21,3,0,0.256613
97,1,0,0,1,1,21,3,0,0.256918
97,1,0,0,1,1,22,3,0,0.257086
98,1,0,0,1,1,22,3,0,0.257535
99,1,0,0,1,1,22,3,0,0.257825
100,1,0,0,1,1,22,3,0,0.258496
101,1,0,0,1,1,22,3,0,0.260605
102,1,0,0,1,1,22,3,0,0.260633
102,1,0,0,1,1,23,3,0,0.26299
103,1,0,0,1,1,23,3,0,0.263128
103,1,0,0,1,1,22,3,0,0.26335
103,1,0,0,1,1,23,3,0,0.26383
104,1,0,0,1,1,23,3,0,0.263885
104,1,0,0,1,1,24,3,0,0.264039
104,1,0,0,1,1,25,3,0,0.264206
105,1,0,0,1,1,25,3,0,0.265207
106,1,0,0,1,1,25,3,0,0.265254
107,1,0,1,1,0,25,3,0,0.265568
108,1,0,1,1,0,25,3,0,0.265666
109,1,1,1,0,0,25,3,0,0.265784
110,1,1,1,0,0,25,3,0,0.266352
109,1,1,0,0,1,25,3,0,0.266916
110,1,1,0,0,1,25,3,0,0.267119
110,1,1,0,0,1,24,3,0,0.267344
110,1,1,0,0,1,25,3,0,0.267442
111,1,1,0,0,1,25,3,0,0.267725
112,1,1,0,0,1,25,3,0,0.26797
111,1,1,0,0,1,25,3,0,0.268266
111,1,1,0,0,1,24,3,0,0.269078
110,1,0,0,1,1,24,3,0,0.269538
111,1,0,0,1,1,24,3,0,0.271524
112,1,0,0,1,1,24,3,0,0.271631
113,1,0,0,1,1,24,3,0,0.271775
114,1,0,0,1,1,24,3,0,0.271869
114,1,0,0,1,1,24,4,0,0.271985
115,1,0,0,1,1,24,4,0,0.271988
116,1,0,0,1,1,24,4,0,0.272623
116,1,0,0,1,1,24,4,1,0.272663
117,1,0,0,1,1,24,4,1,0.272911
117,1,0,0,1,1,23,4,1,0.273133
118,1,0,0,1,1,23,4,1,0.273736
119,1,0,0,1,1,23,4,1,0.273768
120,1,0,0,1,1,23,4,1,0.274265
120,1,0,0,1,1,22,4,1,0.274709
121,1,0,0,1,1,22,4,1,0.274752
122,1,0,0,1,1,22,4,1,0.274799
123,1,0,0,1,1,22,4,1,0.275192
124,1,0,0,1,1,22,4,1,0.275376
125,1,0,0,1,1,22,4,1,0.275595
126,1,0,0,1,1,22,4,1,0.276372
126,1,0,0,1,1,23,4,1,0.276931
127,1,0,0,1,1,23,4,1,0.277674
126,2,0,0,1,1,23,4,0,0.27771
126,2,0,0,1,1,24,4,0,0.278142
125,2,0,0,1,1,24,4,0,0.278803
126,2,0,0,1,1,24,4,0,0.279275
127,2,0,0,1,1,24,4,0,0.279547
127,2,0,0,1,1,25,4,0,0.280337
128,2,0,0,1,1,25,4,0,0.280369
128,2,0,0,1,1,24,4,0,0.280577
128,2,0,0,1,1,25,4,0,0.281186
129,2,0,0,1,1,25,4,0,0.281246
128,2,0,0,1,1,25,4,0,0.281342
128,2,0,0,1,1,26,4,0,0.281505
129,2,0,0,1,1,26,4,0,0.281518
129,2,0,0,1,1,25,4,0,0.281969
130,2,0,0,1,1,25,4,0,0.282285
131,2,0,1,1,0,25,4,0,0.282503
132,2,0,1,1,0,25,4,0,0.283565
132,2,0,1,1,0,26,4,0,0.283987
133,2,0,1,1,0,26,4,0,0.285022
134,2,0,1,1,0,26,4,0,0.28525
135,2,0,1,1,0,26,4,0,0.285866
136,2,0,1,1,0,26,4,0,0.286003
135,2,0,1,1,0,26,4,0,0.286092
136,2,0,1,1,0,26,4,0,0.286465
135,2,0,1,1,0,26,4,0,0.286554
135,2,0,1,1,0,27,4,0,0.286701
135,2,0,1,1,0,26,4,0,0.286714
136,2,0,1,1,0,26,4,0,0.286983
136,2,0,1,1,0,27,4,0,0.287376
137,2,0,1,1,0,27,4,0,0.287697
137,2,0,1,1,0,28,4,0,0.288704
138,2,0,1,1,0,28,4,0,0.290005
139,2,0,1,1,0,28,4,0,0.29027
140,2,0,1,1,0,28,4,0,0.290801
141,2,0,1,1,0,28,4,0,0.291251
142,2,0,1,1,0,28,4,0,0.291899
141,2,0,0,1,1,28,4,0,0.291915
142,2,0,0,1,1,28,4,0,0.292831
143,2,0,0,1,1,28,4,0,0.29285
144,2,0,0,1,1,28,4,0,0.292981
144,2,0,0,1,1,27,4,0,0.293031
145,2,0,0,1,1,27,4,0,0.29374
145,2,0,0,1,1,27,4,1,0.293806
146,2,0,0,1,1,27,4,1,0.295368
147,2,0,0,1,1,27,4,1,0.295426
148,2,0,0,1,1,27,4,1,0.295631
147,2,0,0,1,1,27,4,1,0.296271
148,2,0,0,1,1,27,4,1,0.29644
147,3,0,0,1,1,27,4,0,0.297323
147,3,0,0,1,1,28,4,0,0.297606
148,3,0,0,1,1,28,4,0,0.297703
149,3,0,0,1,1,28,4,0,0.297814
149,3,0,0,1,1,29,4,0,0.297843
150,3,0,0,1,1,29,4,0,0.298088
151,3,0,0,1,1,29,4,0,0.298136
151,3,0,0,1,1,28,4,0,0.298222
152,3,0,0,1,1,28,4,0,0.298321
153,3,0,0,1,1,28,4,0,0.298594
152,3,0,0,1,1,28,4,0,0.298664
153,3,0,0,1,1,28,4,0,0.298703
153,3,0,0,1,1,27,4,0,0.299269
154,3,0,0,1,1,27,4,0,0.299277
155,3,0,0,1,1,27,4,0,0.300182
155,3,0,0,1,1,28,4,0,0.301173
156,3,1,0,0,1,28,4,0,0.301534
155,3,0,0,1,1,28,4,0,0.302158
156,3,0,0,1,1,28,4,0,0.302309
157,3,0,0,1,1,28,4,0,0.302563
158,3,0,0,1,1,28,4,0,0.302651
159,3,0,0,1,1,28,4,0,0.302837
159,3,0,0,1,1,29,4,0,0.303184
160,3,0,0,1,1,29,4,0,0.303438
160,3,0,0,1,1,28,4,0,0.303465
161,3,0,0,1,1,28,4,0,0.30362
161,3,0,0,1,1,27,4,0,0.303708
162,3,0,0,1,1,27,4,0,0.303728
162,3,0,0,1,1,27,5,0,0.303947
161,3,0,0,1,1,27,5,0,0.304518
162,3,0,0,1,1,27,5,0,0.304845
162,3,0,0,1,1,28,5,0,0.305066
162,3,0,0,1,1,27,5,0,0.305097
162,3,0,0,1,1,28,5,0,0.305153
163,3,0,0,1,1,28,5,0,0.305224
163,3,0,0,1,1,29,5,0,0.305506
164,3,0,0,1,1,29,5,0,0.305882
164,3,0,0,1,1,28,5,0,0.306317
164,3,0,0,1,1,29,5,0,0.306739
165,3,0,0,1,1,29,5,0,0.307131
165,3,0,0,1,1,28,5,0,0.307205
165,3,0,0,1,1,29,5,0,0.308524
166,3,0,1,1,0,29,5,0,0.308844
166,3,0,1,1,0,30,5,0,0.31
165,3,0,0,1,1,30,5,0,0.310023
166,3,0,0,1,1,30,5,0,0.310166
167,3,0,0,1,1,30,5,0,0.311268
166,3,0,0,1,1,30,5,0,0.311353
167,3,0,0,1,1,30,5,0,0.311796
168,3,0,0,1,1,30,5,0,0.311878
168,3,0,0,1,1,31,5,0,0.312039
169,3,0,0,1,1,31,5,0,0.312049
170,3,0,0,1,1,31,5,0,0.312609
169,3,0,0,1,1,31,5,0,0.312676
170,3,0,0,1,1,31,5,0,0.313182
171,3,0,0,1,1,31,5,0,0.31428
172,3,0,0,1,1,31,5,0,0.314539
173,3,0,0,1,1,31,5,0,0.314547
173,3,0,0,1,1,32,5,0,0.314561
173,3,0,0,1,1,31,5,0,0.314789
173,3,0,0,1,1,32,5,0,0.315515
173,3,0,0,1,1,33,5,0,0.315536
173,3,0,0,1,1,33,6,0,0.315643
173,3,0,0,1,1,34,6,0,0.316372
174,3,0,0,1,1,34,6,0,0.316487
173,3,0,0,1,1,34,6,0,0.316967
174,3,0,0,1,1,34,6,0,0.317405
175,3,0,0,1,1,34,6,0,0.31851
175,3,0,0,1,1,33,6,0,0.320389
176,3,0,0,1,1,33,6,0,0.320551
176,3,0,0,1,1,32,6,0,0.320722
175,3,0,0,1,1,32,6,0,0.320883
176,3,0,0,1,1,32,6,0,0.321438
177,3,0,0,1,1,32,6,0,0.321535
178,3,0,0,1,1,32,6,0,0.322097
179,3,0,0,1,1,32,6,0,0.32357
178,3,0,0,1,1,32,6,0,0.323601
179,3,0,0,1,1,32,6,0,0.323777
180,3,0,0,1,1,32,6,0,0.32382
181,3,0,0,1,1,32,6,0,0.324088
182,3,0,0,1,1,32,6,0,0.324115
183,3,0,0,1,1,32,6,0,0.324689
184,3,0,0,1,1,32,6,0,0.324751
184,3,0,0,1,1,31,6,0,0.325261
185,3,0,0,1,1,31,6,0,0.325326
186,3,0,0,1,1,31,6,0,0.326009
186,3,0,0,1,1,31,7,0,0.327116
186,3,0,0,1,1,30,7,0,0.328005
187,3,0,0,1,1,30,7,0,0.328423
188,3,0,0,1,1,30,7,0,0.328603
189,3,0,0,1,1,30,7,0,0.328745
189,3,0,0,1,1,29,7,0,0.329778
189,3,0,0,1,1,30,7,0,0.329862
189,3,0,0,1,1,31,7,0,0.331497
189,3,0,0,1,1,30,7,0,0.331579
190,3,0,0,1,1,30,7,0,0.331627
191,3,0,0,1,1,30,7,0,0.332031
190,3,0,0,1,1,30,7,0,0.33344
191,3,0,0,1,1,30,7,0,0.333584
190,3,0,0,1,1,30,7,0,0.333745
191,3,0,0,1,1,30,7,0,0.333854
191,3,0,0,1,1,29,7,0,0.33416
191,3,0,0,1,1,29,8,0,0.334264
191,3,0,0,1,1,30,8,0,0.334401
191,3,0,0,1,1,31,8,0,0.334553
192,3,1,0,0,1,31,8,0,0.334638
193,3,1,0,0,1,31,8,0,0.335022
194,3,1,0,0,1,31,8,0,0.33593
194,3,1,0,0,1,30,8,0,0.336771
195,3,1,0,0,1,30,8,0,0.337019
196,3,1,0,0,1,30,8,0,0.337314
197,3,1,0,0,1,30,8,0,0.33735
196,3,0,0,1,1,30,8,0,0.337622
197,3,0,0,1,1,30,8,0,0.337679
198,3,0,0,1,1,30,8,0,0.337822
198,3,0,0,1,1,31,8,0,0.339277
198,3,0,0,1,1,32,8,0,0.339576
199,3,0,0,1,1,32,8,0,0.339619
200,3,0,0,1,1,32,8,0,0.340681
201,3,0,0,1,1,32,8,0,0.342252
202,3,0,0,1,1,32,8,0,0.342438
203,3,0,0,1,1,32,8,0,0.343723
203,3,0,0,1,1,33,8,0,0.344047
202,3,0,0,1,1,33,8,0,0.344258
203,3,0,0,1,1,33,8,0,0.344845
204,3,0,0,1,1,33,8,0,0.345129
205,3,0,0,1,1,33,8,0,0.345149
206,3,0,0,1,1,33,8,0,0.346646
206,3,0,0,1,1,33,9,0,0.346664
207,3,0,0,1,1,33,9,0,0.346828
208,3,0,0,1,1,33,9,0,0.348353
209,3,0,0,1,1,33,9,0,0.348612
210,3,0,0,1,1,33,9,0,0.348993
211,3,0,0,1,1,33,9,0,0.350061
212,3,0,0,1,1,33,9,0,0.350125
213,3,0,0,1,1,33,9,0,0.350443
214,3,0,0,1,1,33,9,0,0.350448
213,3,0,0,1,1,33,9,0,0.350892
214,3,0,0,1,1,33,9,0,0.351118
215,3,0,0,1,1,33,9,0,0.352015
216,3,0,0,1,1,33,9,0,0.352116
216,3,0,0,1,1,34,9,0,0.352955
217,3,0,0,1,1,34,9,0,0.354463
217,3,0,0,1,1,33,9,0,0.354593
218,3,0,0,1,1,33,9,0,0.354727
218,3,0,0,1,1,32,9,0,0.354904
219,3,0,0,1,1,32,9,0,0.355068
219,3,0,0,1,1,33,9,0,0.355225
219,3,0,0,1,1,34,9,0,0.355305
220,3,0,0,1,1,34,9,0,0.35533
221,3,0,0,1,1,34,9,0,0.355338
222,3,0,0,1,1,34,9,0,0.355893
221,3,0,0,1,1,34,9,0,0.356231
222,3,0,0,1,1,34,9,0,0.356815
223,3,0,0,1,1,34,9,0,0.357469
224,3,0,0,1,1,34,9,0,0.357607
225,3,0,0,1,1,34,9,0,0.357761
226,3,0,0,1,1,34,9,0,0.358692
227,3,0,0,1,1,34,9,0,0.35956
227,3,0,0,1,1,33,9,0,0.362724
228,3,0,0,1,1,33,9,0,0.362984
227,3,0,0,1,1,33,9,0,0.36394
228,3,0,0,1,1,33,9,0,0.364215
228,3,0,0,1,1,32,9,0,0.364662
229,3,0,0,1,1,32,9,0,0.365227
229,3,0,0,1,1,31,9,0,0.365421
229,3,0,0,1,1,30,9,0,0.366036
230,3,0,0,1,1,30,9,0,0.366321
231,3,0,0,1,1,30,9,0,0.366529
232,3,0,0,1,1,30,9,0,0.367027
233,3,0,0,1,1,30,9,0,0.367183
234,3,0,0,1,1,30,9,0,0.367549
235,3,0,0,1,1,30,9,0,0.367563
235,3,0,0,1,1,29,9,0,0.367735
236,3,0,0,1,1,29,9,0,0.367821
237,3,0,0,1,1,29,9,0,0.368095
237,3,0,0,1,1,28,9,0,0.368335
237,3,0,0,1,1,29,9,0,0.368397
237,3,0,0,1,1,28,9,0,0.368461
238,3,0,0,1,1,28,9,0,0.368805
238,3,0,0,1,1,29,9,0,0.369331
238,3,0,0,1,1,28,9,0,0.369686
239,3,0,0,1,1,28,9,0,0.370026
240,3,0,0,1,1,28,9,0,0.370109
240,3,0,0,1,1,29,9,0,0.370191
240,3,0,0,1,1,28,9,0,0.370219
241,3,0,0,1,1,28,9,0,0.371129
242,3,0,0,1,1,28,9,0,0.371427
243,3,0,0,1,1,28,9,0,0.372034
244,3,0,0,1,1,28,9,0,0.372267
245,3,0,0,1,1,28,9,0,0.373546
245,3,0,0,1,1,29,9,0,0.373568
245,3,0,0,1,1,28,9,0,0.373698
245,3,0,0,1,1,29,9,0,0.374139
246,3,0,0,1,1,29,9,0,0.374213
247,3,0,0,1,1,29,9,0,0.374304
248,3,0,0,1,1,29,9,0,0.37576
249,3,0,0,1,1,29,9,0,0.375773
250,3,0,0,1,1,29,9,0,0.375954
251,3,0,0,1,1,29,9,0,0.375961
250,3,0,0,1,1,29,9,0,0.376047
251,3,0,0,1,1,29,9,0,0.37677
252,3,0,0,1,1,29,9,0,0.376898
253,3,0,0,1,1,29,9,0,0.377032
254,3,0,0,1,1,29,9,0,0.377255
255,3,0,0,1,1,29,9,0,0.378185
255,3,0,0,1,1,30,9,0,0.378515
255,3,0,0,1,1,31,9,0,0.378648
256,3,0,0,1,1,31,9,0,0.378792
255,3,0,0,1,1,31,9,0,0.379144
255,3,0,0,1,1,32,9,0,0.381853
255,3,0,0,1,1,32,9,1,0.381898
256,3,0,0,1,1,32,9,1,0.382304
257,3,0,0,1,1,32,9,1,0.383707
258,3,0,0,1,1,32,9,1,0.383957
259,3,0,0,1,1,32,9,1,0.383965
259,3,0,0,1,1,31,9,1,0.384458
258,4,0,0,1,1,31,9,0,0.38459
258,4,0,0,1,1,32,9,0,0.384672
259,4,0,0,1,1,32,9,0,0.384846
258,4,0,0,1,1,32,9,0,0.385239
259,4,0,0,1,1,32,9,0,0.385389
260,4,0,0,1,1,32,9,0,0.386833
261,4,0,0,1,1,32,9,0,0.387021
261,4,0,0,1,1,31,9,0,0.387135
262,4,0,0,1,1,31,9,0,0.387387
263,4,0,0,1,1,31,9,0,0.387597
264,4,0,0,1,1,31,9,0,0.387767
265,4,0,0,1,1,31,9,0,0.387841
266,4,0,0,1,1,31,9,0,0.388245
267,4,0,0,1,1,31,9,0,0.38832
268,4,0,0,1,1,31,9,0,0.388439
268,4,0,0,1,1,32,9,0,0.38868
268,4,0,0,1,1,33,9,0,0.389218
269,4,0,0,1,1,33,9,0,0.389435
270,4,0,0,1,1,33,9,0,0.390003
271,4,0,0,1,1,33,9,0,0.390019
271,4,0,0,1,1,34,9,0,0.390115
272,4,0,0,1,1,34,9,0,0.390287
273,4,0,0,1,1,34,9,0,0.390889
273,4,0,0,1,1,33,9,0,0.39119
274,4,0,0,1,1,33,9,0,0.391496
275,4,0,0,1,1,33,9,0,0.39242
276,4,0,0,1,1,33,9,0,0.392665
275,4,0,0,1,1,33,9,0,0.392814
276,4,0,0,1,1,33,9,0,0.392887
277,4,0,0,1,1,33,9,0,0.39289
277,4,0,0,1,1,34,9,0,0.392949
278,4,0,0,1,1,34,9,0,0.393078
278,4,0,0,1,1,33,9,0,0.393124
278,4,0,0,1,1,32,9,0,0.393296
279,4,0,1,1,0,32,9,0,0.393753
280,4,0,1,1,0,32,9,0,0.394118
281,4,0,1,1,0,32,9,0,0.394801
282,4,0,1,1,0,32,9,0,0.394887
283,4,0,1,1,0,32,9,0,0.39507
283,4,0,1,1,0,33,9,0,0.395095
282,4,0,1,1,0,33,9,0,0.395656
281,4,0,1,1,0,33,9,0,0.395677
282,4,0,1,1,0,33,9,0,0.395753
281,4,0,1,1,0,33,9,0,0.395924
282,4,0,1,1,0,33,9,0,0.396109
283,4,0,1,1,0,33,9,0,0.39643
282,4,0,1,1,0,33,9,0,0.397155
283,4,0,1,1,0,33,9,0,0.397188
283,4,0,1,1,0,34,9,0,0.39787
284,4,0,1,1,0,34,9,0,0.398073
284,4,0,1,1,0,35,9,0,0.398278
285,4,0,1,1,0,35,9,0,0.3983
286,4,0,1,1,0,35,9,0,0.398367
287,4,0,1,1,0,35,9,0,0.398477
288,4,0,1,1,0,35,9,0,0.398818
288,4,0,1,1,0,34,9,0,0.399188
288,4,0,1,1,0,33,9,0,0.400215
288,4,0,1,1,0,34,9,0,0.400292
288,4,0,1,1,0,33,9,0,0.401186
288,4,0,1,1,0,34,9,0,0.401451
289,4,0,1,1,0,34,9,0,0.401477
290,4,0,1,1,0,34,9,0,0.40212
291,4,0,1,1,0,34,9,0,0.402337
291,4,0,1,1,0,33,9,0,0.402456
292,4,0,1,1,0,33,9,0,0.402486
292,4,0,1,1,0,32,9,0,0.402568
291,4,0,0,1,1,32,9,0,0.402887
292,4,0,0,1,1,32,9,0,0.403825
291,4,0,0,1,1,32,9,0,0.40384
292,4,0,0,1,1,32,9,0,0.403947
293,4,0,0,1,1,32,9,0,0.404449
294,4,0,1,1,0,32,9,0,0.405596
293,4,0,0,1,1,32,9,0,0.405845
294,4,0,0,1,1,32,9,0,0.405921
294,4,0,0,1,1,31,9,0,0.406257
294,4,0,0,1,1,32,9,0,0.407008
295,4,0,0,1,1,32,9,0,0.407667
294,4,0,0,1,1,32,9,0,0.407789
294,4,0,0,1,1,33,9,0,0.408284
294,4,0,0,1,1,34,9,0,0.408512
295,4,0,0,1,1,34,9,0,0.409337
294,4,0,0,1,1,34,9,0,0.409341
294,4,0,0,1,1,35,9,0,0.409436
295,4,0,0,1,1,35,9,0,0.409818
294,4,0,0,1,1,35,9,0,0.410661
295,4,0,0,1,1,35,9,0,0.411049
296,4,0,0,1,1,35,9,0,0.411709
295,4,0,0,1,1,35,9,0,0.411859
294,4,0,0,1,1,35,9,0,0.41218
295,4,0,0,1,1,35,9,0,0.412283
295,4,0,0,1,1,36,9,0,0.412283
294,4,0,0,1,1,36,9,0,0.412589
295,4,0,0,1,1,36,9,0,0.412606
296,4,0,0,1,1,36,9,0,0.413064
296,4,0,0,1,1,37,9,0,0.413314
297,4,0,0,1,1,37,9,0,0.413571
297,4,0,0,1,1,38,9,0,0.413589
297,3,0,0,1,1,38,9,1,0.413766
297,3,0,0,1,1,39,9,1,0.41416
296,4,0,0,1,1,39,9,0,0.414611
297,4,0,0,1,1,39,9,0,0.414648
298,4,0,1,1,0,39,9,0,0.41475
299,4,0,1,1,0,39,9,0,0.414882
300,4,0,1,1,0,39,9,0,0.414895
301,4,0,1,1,0,39,9,0,0.415096
302,4,0,1,1,0,39,9,0,0.415269
303,4,0,1,1,0,39,9,0,0.415979
304,4,0,1,1,0,39,9,0,0.416651
304,4,0,1,1,0,38,9,0,0.417115
304,4,0,1,1,0,38,9,1,0.418044
304,4,0,1,1,0,39,9,1,0.41839
305,4,0,1,1,0,39,9,1,0.418533
306,4,0,1,1,0,39,9,1,0.418839
306,4,0,1,1,0,38,9,1,0.419251
307,4,0,1,1,0,38,9,1,0.419279
306,5,0,1,1,0,38,9,0,0.419689
307,5,0,1,1,0,38,9,0,0.419695
308,5,1,1,0,0,38,9,0,0.419747
309,5,1,1,0,0,38,9,0,0.420433
310,5,1,1,0,0,38,9,0,0.420494
311,5,1,1,0,0,38,9,0,0.420995
312,5,1,1,0,0,38,9,0,0.421058
313,5,1,1,0,0,38,9,0,0.421146
314,5,1,1,0,0,38,9,0,0.421172
313,5,1,1,0,0,38,9,0,0.421173
314,5,1,1,0,0,38,9,0,0.421278
315,5,1,1,0,0,38,9,0,0.421325
316,5,1,1,0,0,38,9,0,0.421489
317,5,1,1,0,0,38,9,0,0.42155
317,5,1,1,0,0,37,9,0,0.421644
316,5,1,1,0,0,37,9,0,0.421813
315,5,1,1,0,0,37,9,0,0.422168
