E,H,I,R,S,Time
286,0,114,170,9430,8.09984
287,0,114,170,9429,8.1183
288,0,114,170,9428,8.12193
287,0,115,170,9428,8.13179
287,0,114,171,9428,8.14617
286,0,115,171,9428,8.15179
285,0,116,171,9428,8.15674
286,0,116,171,9427,8.16417
287,0,116,171,9426,8.16878
288,0,116,171,9425,8.17219
289,0,116,171,9424,8.18029
288,0,117,171,9424,8.18057
288,0,116,172,9424,8.18941
289,0,116,172,9423,8.20046
290,0,116,172,9422,8.20321
291,0,116,172,9421,8.20343
291,0,115,173,9421,8.20705
291,0,114,174,9421,8.21743
292,0,114,174,9420,8.22285
292,0,113,175,9420,8.22326
292,0,112,176,9420,8.22698
293,0,112,176,9419,8.23904
293,0,111,177,9419,8.2439
292,0,112,177,9419,8.24736
293,0,112,177,9418,8.25356
292,0,113,177,9418,8.27052
293,0,113,177,9417,8.27974
292,0,114,177,9417,8.28135
293,0,114,177,9416,8.28824
292,0,115,177,9416,8.28984
292,0,114,178,9416,8.2922
293,0,114,178,9415,8.29534
293,0,113,179,9415,8.30449
292,0,114,179,9415,8.31149
292,0,113,180,9415,8.31189
293,0,113,180,9414,8.31549
294,0,113,180,9413,8.32499
295,0,113,180,9412,8.34275
296,0,113,180,9411,8.34328
296,0,112,181,9411,8.34901
296,0,111,182,9411,8.34951
295,0,112,182,9411,8.34969
294,0,113,182,9411,8.35727
295,0,113,182,9410,8.36118
294,0,114,182,9410,8.36549
293,0,115,182,9410,8.36818
294,0,115,182,9409,8.36875
293,0,116,182,9409,8.37001
294,0,116,182,9408,8.37161
295,0,116,182,9407,8.37191
296,0,116,182,9406,8.37473
297,0,116,182,9405,8.38109
298,0,116,182,9404,8.39015
299,0,116,182,9403,8.39697
298,0,117,182,9403,8.40016
298,0,116,183,9403,8.40101
297,0,117,183,9403,8.40559
296,0,118,183,9403,8.40756
295,0,119,183,9403,8.41342
294,0,120,183,9403,8.41841
294,0,119,184,9403,8.42844
293,0,120,184,9403,8.44598
294,0,120,184,9402,8.44873
295,0,120,184,9401,8.45786
295,0,119,185,9401,8.46793
296,0,119,185,9400,8.47747
296,0,118,186,9400,8.48523
295,0,119,186,9400,8.48821
296,0,119,186,9399,8.49573
296,0,118,187,9399,8.49888
295,0,119,187,9399,8.5097
294,0,120,187,9399,8.52041
293,0,121,187,9399,8.52144
292,0,122,187,9399,8.52304
291,0,123,187,9399,8.5232
290,0,124,187,9399,8.52745
290,0,123,188,9399,8.52856
291,0,123,188,9398,8.52969
290,0,124,188,9398,8.53355
289,0,125,188,9398,8.54141
290,0,125,188,9397,8.54177
290,0,124,189,9397,8.54203
289,0,125,189,9397,8.5427
290,0,125,189,9396,8.55367
291,0,125,189,9395,8.55455
291,0,124,190,9395,8.56655
290,0,125,190,9395,8.56858
291,0,125,190,9394,8.58105
290,0,126,190,9394,8.58409
290,0,125,191,9394,8.58414
291,0,125,191,9393,8.58954
291,0,124,192,9393,8.59718
290,0,125,192,9393,8.60773
291,0,125,192,9392,8.60827
291,0,124,193,9392,8.61446
292,0,124,193,9391,8.61709
293,0,124,193,9390,8.62521
292,0,125,193,9390,8.62778
291,0,126,193,9390,8.62948
291,0,125,194,9390,8.65652
292,0,125,194,9389,8.65727
293,0,125,194,9388,8.65851
292,0,126,194,9388,8.65924
293,0,126,194,9387,8.66406
293,0,125,195,9387,8.66428
292,0,126,195,9387,8.66694
293,0,126,195,9386,8.67121
294,0,126,195,9385,8.67203
295,0,126,195,9384,8.67837
294,0,127,195,9384,8.68117
295,0,127,195,9383,8.70035
295,0,126,196,9383,8.70481
294,0,127,196,9383,8.71018
293,0,128,196,9383,8.71499
294,0,128,196,9382,8.71558
295,0,128,196,9381,8.71803
294,0,129,196,9381,8.72294
295,0,129,196,9380,8.72565
294,0,130,196,9380,8.73345
295,0,130,196,9379,8.73904
294,0,131,196,9379,8.74316
294,0,130,197,9379,8.75405
295,0,130,197,9378,8.75491
296,0,130,197,9377,8.75824
296,0,129,198,9377,8.76033
296,0,128,199,9377,8.76035
297,0,128,199,9376,8.77162
298,0,128,199,9375,8.77396
299,0,128,199,9374,8.77796
300,0,128,199,9373,8.78189
300,0,127,200,9373,8.78493
300,0,126,201,9373,8.78555
299,0,127,201,9373,8.78816
299,0,126,202,9373,8.78923
298,0,127,202,9373,8.80359
299,0,127,202,9372,8.81152
298,0,128,202,9372,8.82177
299,0,128,202,9371,8.82196
299,0,127,203,9371,8.83489
300,0,127,203,9370,8.84286
301,0,127,203,9369,8.8517
302,0,127,203,9368,8.85787
303,0,127,203,9367,8.87669
302,0,128,203,9367,8.88148
301,0,129,203,9367,8.8859
300,0,130,203,9367,8.89171
301,0,130,203,9366,8.89638
300,0,131,203,9366,8.89734
299,0,132,203,9366,8.90291
298,0,133,203,9366,8.90656
299,0,133,203,9365,8.93592
300,0,133,203,9364,8.93785
299,0,134,203,9364,8.95036
298,0,135,203,9364,8.95281
297,0,136,203,9364,8.9653
298,0,136,203,9363,8.96998
297,0,137,203,9363,8.97155
298,0,137,203,9362,8.97882
299,0,137,203,9361,8.99905
300,0,137,203,9360,9.00065
301,0,137,203,9359,9.00494
302,0,137,203,9358,9.00516
303,0,137,203,9357,9.00587
302,0,138,203,9357,9.00703
303,0,138,203,9356,9.00966
302,0,139,203,9356,9.01102
302,0,138,204,9356,9.01935
302,0,137,205,9356,9.03127
301,0,138,205,9356,9.04699
302,0,138,205,9355,9.04948
302,0,137,206,9355,9.04958
303,0,137,206,9354,9.05054
302,0,138,206,9354,9.05338
303,0,138,206,9353,9.05341
303,0,137,207,9353,9.05634
304,0,137,207,9352,9.06047
303,0,138,207,9352,9.07225
303,0,137,208,9352,9.07369
304,0,137,208,9351,9.08619
305,0,137,208,9350,9.0898
306,0,137,208,9349,9.1031
307,0,137,208,9348,9.10364
306,0,138,208,9348,9.10909
307,0,138,208,9347,9.1147
308,0,138,208,9346,9.11658
309,0,138,208,9345,9.11837
310,0,138,208,9344,9.12095
310,0,137,209,9344,9.13221
310,0,136,210,9344,9.13541
311,0,136,210,9343,9.1471
312,0,136,210,9342,9.15894
313,0,136,210,9341,9.16291
312,0,137,210,9341,9.16565
311,0,138,210,9341,9.17433
312,0,138,210,9340,9.17492
313,0,138,210,9339,9.17736
314,0,138,210,9338,9.18186
315,0,138,210,9337,9.18408
314,0,139,210,9337,9.19625
313,0,140,210,9337,9.20811
314,0,140,210,9336,9.21113
315,0,140,210,9335,9.23148
316,0,140,210,9334,9.23179
317,0,140,210,9333,9.2439
318,0,140,210,9332,9.24437
318,0,139,211,9332,9.24437
318,0,138,212,9332,9.24736
317,0,139,212,9332,9.2684
316,0,140,212,9332,9.27008
316,0,139,213,9332,9.27142
316,0,138,214,9332,9.27899
317,0,138,214,9331,9.28367
318,0,138,214,9330,9.29625
319,0,138,214,9329,9.30103
320,0,138,214,9328,9.30808
319,0,139,214,9328,9.30834
320,0,139,214,9327,9.30907
321,0,139,214,9326,9.31683
321,0,138,215,9326,9.31779
320,0,139,215,9326,9.32894
319,0,140,215,9326,9.33283
320,0,140,215,9325,9.34105
320,0,139,216,9325,9.34202
320,0,138,217,9325,9.34551
319,0,139,217,9325,9.35257
320,0,139,217,9324,9.3585
321,0,139,217,9323,9.36281
322,0,139,217,9322,9.3637
323,0,139,217,9321,9.36539
324,0,139,217,9320,9.36875
325,0,139,217,9319,9.3774
324,0,140,217,9319,9.38193
323,0,141,217,9319,9.38621
324,0,141,217,9318,9.38828
325,0,141,217,9317,9.39392
326,0,141,217,9316,9.39399
327,0,141,217,9315,9.40811
327,0,140,218,9315,9.41306
328,0,140,218,9314,9.41347
329,0,140,218,9313,9.41798
330,0,140,218,9312,9.41997
329,0,141,218,9312,9.42179
328,0,142,218,9312,9.42573
329,0,142,218,9311,9.42615
329,0,141,219,9311,9.43221
329,0,140,220,9311,9.45076
330,0,140,220,9310,9.45875
330,0,139,221,9310,9.46073
331,0,139,221,9309,9.46446
332,0,139,221,9308,9.46497
333,0,139,221,9307,9.46757
332,0,140,221,9307,9.48148
333,0,140,221,9306,9.48222
334,0,140,221,9305,9.48325
335,0,140,221,9304,9.48339
336,0,140,221,9303,9.48612
336,0,139,222,9303,9.4874
335,0,140,222,9303,9.48777
334,0,141,222,9303,9.49048
335,0,141,222,9302,9.49075
334,0,142,222,9302,9.49805
335,0,142,222,9301,9.50804
335,0,141,223,9301,9.51044
334,0,142,223,9301,9.52254
335,0,142,223,9300,9.52298
335,0,141,224,9300,9.52417
335,0,140,225,9300,9.52821
334,0,141,225,9300,9.53573
334,0,140,226,9300,9.5364
333,0,141,226,9300,9.53839
332,0,142,226,9300,9.54207
333,0,142,226,9299,9.54552
332,0,143,226,9299,9.55274
331,0,144,226,9299,9.56224
331,0,143,227,9299,9.56761
332,0,143,227,9298,9.57301
331,0,144,227,9298,9.57992
332,0,144,227,9297,9.5805
333,0,144,227,9296,9.58209
334,0,144,227,9295,9.58665
334,0,143,228,9295,9.58701
335,0,143,228,9294,9.58822
334,0,144,228,9294,9.60195
334,0,143,229,9294,9.60219
335,0,143,229,9293,9.6081
336,0,143,229,9292,9.61965
335,0,144,229,9292,9.63938
334,0,145,229,9292,9.65368
335,0,145,229,9291,9.65393
336,0,145,229,9290,9.65609
335,0,146,229,9290,9.66077
336,0,146,229,9289,9.67272
337,0,146,229,9288,9.69467
336,0,147,229,9288,9.69513
337,0,147,229,9287,9.69875
338,0,147,229,9286,9.69969
339,0,147,229,9285,9.7015
340,0,147,229,9284,9.7112
339,0,148,229,9284,9.73133
339,0,147,230,9284,9.73597
340,0,147,230,9283,9.7391
341,0,147,230,9282,9.76325
342,0,147,230,9281,9.76555
342,0,146,231,9281,9.77091
341,0,147,231,9281,9.7788
342,0,147,231,9280,9.7876
343,0,147,231,9279,9.7887
344,0,147,231,9278,9.79138
345,0,147,231,9277,9.79667
344,0,148,231,9277,9.79952
345,0,148,231,9276,9.80284
346,0,148,231,9275,9.8144
347,0,148,231,9274,9.83545
346,0,149,231,9274,9.83559
347,0,149,231,9273,9.837
346,0,150,231,9273,9.84181
347,0,150,231,9272,9.84394
346,0,151,231,9272,9.84767
345,0,152,231,9272,9.84791
344,0,153,231,9272,9.849
345,0,153,231,9271,9.85992
346,0,153,231,9270,9.8606
346,0,152,232,9270,9.86301
347,0,152,232,9269,9.87432
348,0,152,232,9268,9.87553
348,0,151,233,9268,9.87765
349,0,151,233,9267,9.88565
349,0,150,234,9267,9.89139
350,0,150,234,9266,9.89159
350,0,149,235,9266,9.89183
349,0,150,235,9266,9.90198
348,0,151,235,9266,9.91029
349,0,151,235,9265,9.91114
348,0,152,235,9265,9.91834
348,0,151,236,9265,9.92215
349,0,151,236,9264,9.928
350,0,151,236,9263,9.92886
351,0,151,236,9262,9.93218
350,0,152,236,9262,9.93832
349,0,153,236,9262,9.95193
348,0,154,236,9262,9.95903
349,0,154,236,9261,9.95995
350,0,154,236,9260,9.96091
351,0,154,236,9259,9.97893
352,0,154,236,9258,9.98832
352,0,153,237,9258,9.99021
353,0,153,237,9257,9.99432
354,0,153,237,9256,9.99439
355,0,153,237,9255,9.99739
356,0,153,237,9254,10.0024
356,0,152,238,9254,10.0032
356,0,151,239,9254,10.0047
357,0,151,239,9253,10.0083
358,0,151,239,9252,10.0204
358,0,150,240,9252,10.0253
358,0,149,241,9252,10.0265
357,0,150,241,9252,10.0277
358,0,150,241,9251,10.0284
358,0,149,242,9251,10.0367
359,0,149,242,9250,10.0427
359,0,148,243,9250,10.045
358,0,149,243,9250,10.0506
357,0,150,243,9250,10.0534
356,0,151,243,9250,10.0576
356,0,150,244,9250,10.0593
357,0,150,244,9249,10.0618
357,0,149,245,9249,10.0625
356,0,150,245,9249,10.074
356,0,149,246,9249,10.076
357,0,149,246,9248,10.0804
358,0,149,246,9247,10.0879
358,0,148,247,9247,10.0965
359,0,148,247,9246,10.0997
358,0,149,247,9246,10.1007
358,0,148,248,9246,10.105
359,0,148,248,9245,10.1119
358,0,149,248,9245,10.115
359,0,149,248,9244,10.1161
360,0,149,248,9243,10.1173
359,0,150,248,9243,10.1187
360,0,150,248,9242,10.1191
359,0,151,248,9242,10.1362
358,0,152,248,9242,10.1363
357,0,153,248,9242,10.1404
358,0,153,248,9241,10.1525
359,0,153,248,9240,10.1583
358,0,154,248,9240,10.16
359,0,154,248,9239,10.1604
360,0,154,248,9238,10.161
361,0,154,248,9237,10.1655
362,0,154,248,9236,10.1666
362,0,153,249,9236,10.1767
362,0,152,250,9236,10.182
362,0,151,251,9236,10.1826
363,0,151,251,9235,10.1864
364,0,151,251,9234,10.1912
363,0,152,251,9234,10.1919
362,0,153,251,9234,10.1934
363,0,153,251,9233,10.1988
363,0,152,252,9233,10.1997
363,0,151,253,9233,10.2039
364,0,151,253,9232,10.208
363,0,152,253,9232,10.2095
363,0,151,254,9232,10.2167
364,0,151,254,9231,10.2173
365,0,151,254,9230,10.2256
364,0,152,254,9230,10.2315
365,0,152,254,9229,10.2361
366,0,152,254,9228,10.2365
367,0,152,254,9227,10.2413
366,0,153,254,9227,10.2424
365,0,154,254,9227,10.2512
365,0,153,255,9227,10.2548
364,0,154,255,9227,10.2552
364,0,153,256,9227,10.26
365,0,153,256,9226,10.2612
365,0,152,257,9226,10.2679
365,0,151,258,9226,10.2694
366,0,151,258,9225,10.2707
365,0,152,258,9225,10.2758
366,0,152,258,9224,10.278
366,0,151,259,9224,10.2793
365,0,152,259,9224,10.2794
365,0,151,260,9224,10.2828
364,0,152,260,9224,10.2895
364,0,151,261,9224,10.2906
364,0,150,262,9224,10.2977
365,0,150,262,9223,10.3027
364,0,151,262,9223,10.3039
365,0,151,262,9222,10.3049
364,0,152,262,9222,10.3064
365,0,152,262,9221,10.3159
364,0,153,262,9221,10.3186
364,0,152,263,9221,10.3205
363,0,153,263,9221,10.3238
363,0,152,264,9221,10.3254
362,0,153,264,9221,10.3258
362,0,152,265,9221,10.3314
361,0,153,265,9221,10.3372
361,0,152,266,9221,10.3389
362,0,152,266,9220,10.3451
363,0,152,266,9219,10.3474
362,0,153,266,9219,10.3586
363,0,153,266,9218,10.3641
364,0,153,266,9217,10.3767
365,0,153,266,9216,10.3814
364,0,154,266,9216,10.391
365,0,154,266,9215,10.393
365,0,153,267,9215,10.4034
364,0,154,267,9215,10.4115
365,0,154,267,9214,10.4207
364,0,155,267,9214,10.4249
365,0,155,267,9213,10.4276
366,0,155,267,9212,10.4326
366,0,154,268,9212,10.4345
366,0,153,269,9212,10.4361
366,0,152,270,9212,10.4387
366,0,151,271,9212,10.45
367,0,151,271,9211,10.4669
368,0,151,271,9210,10.4772
369,0,151,271,9209,10.4796
370,0,151,271,9208,10.482
370,0,150,272,9208,10.4828
371,0,150,272,9207,10.499
370,0,151,272,9207,10.5078
369,0,152,272,9207,10.5231
369,0,151,273,9207,10.527
370,0,151,273,9206,10.5351
371,0,151,273,9205,10.5545
372,0,151,273,9204,10.5666
373,0,151,273,9203,10.5724
374,0,151,273,9202,10.5877
375,0,151,273,9201,10.5955
374,0,152,273,9201,10.6002
375,0,152,273,9200,10.607
374,0,153,273,9200,10.6084
374,0,152,274,9200,10.6136
375,0,152,274,9199,10.6143
376,0,152,274,9198,10.6159
375,0,153,274,9198,10.6207
376,0,153,274,9197,10.6212
376,0,152,275,9197,10.6229
375,0,153,275,9197,10.6252
376,0,153,275,9196,10.6256
377,0,153,275,9195,10.6258
378,0,153,275,9194,10.6321
378,0,152,276,9194,10.6337
378,0,151,277,9194,10.6412
379,0,151,277,9193,10.644
379,0,150,278,9193,10.6443
379,0,149,279,9193,10.6465
380,0,149,279,9192,10.6496
379,0,150,279,9192,10.6658
380,0,150,279,9191,10.6681
381,0,150,279,9190,10.6701
381,0,149,280,9190,10.6723
380,0,150,280,9190,10.673
381,0,150,280,9189,10.6826
382,0,150,280,9188,10.6875
383,0,150,280,9187,10.7006
383,0,149,281,9187,10.7033
384,0,149,281,9186,10.7111
385,0,149,281,9185,10.7295
384,0,150,281,9185,10.7352
385,0,150,281,9184,10.7353
386,0,150,281,9183,10.7367
387,0,150,281,9182,10.7372
388,0,150,281,9181,10.7398
389,0,150,281,9180,10.7468
390,0,150,281,9179,10.7472
390,0,149,282,9179,10.7511
391,0,149,282,9178,10.7514
392,0,149,282,9177,10.7518
393,0,149,282,9176,10.754
394,0,149,282,9175,10.7617
394,0,148,283,9175,10.7632
395,0,148,283,9174,10.764
394,0,149,283,9174,10.7686
395,0,149,283,9173,10.7768
395,0,148,284,9173,10.7794
396,0,148,284,9172,10.7827
397,0,148,284,9171,10.7849
396,0,149,284,9171,10.7888
397,0,149,284,9170,10.7925
398,0,149,284,9169,10.7958
398,0,148,285,9169,10.8007
399,0,148,285,9168,10.805
399,0,147,286,9168,10.8084
398,0,148,286,9168,10.8103
398,0,147,287,9168,10.8118
399,0,147,287,9167,10.816
400,0,147,287,9166,10.8173
400,0,146,288,9166,10.8219
401,0,146,288,9165,10.8336
402,0,146,288,9164,10.8547
401,0,147,288,9164,10.8589
402,0,147,288,9163,10.8674
401,0,148,288,9163,10.8681
402,0,148,288,9162,10.8704
403,0,148,288,9161,10.8754
404,0,148,288,9160,10.8765
405,0,148,288,9159,10.8946
404,0,149,288,9159,10.8954
403,0,150,288,9159,10.8993
404,0,150,288,9158,10.8994
405,0,150,288,9157,10.9016
406,0,150,288,9156,10.9075
405,0,151,288,9156,10.9107
406,0,151,288,9155,10.9197
405,0,152,288,9155,10.9226
406,0,152,288,9154,10.9252
407,0,152,288,9153,10.9304
408,0,152,288,9152,10.938
409,0,152,288,9151,10.9414
408,0,153,288,9151,10.9469
408,0,152,289,9151,10.9477
409,0,152,289,9150,10.9523
408,0,153,289,9150,10.9566
408,0,152,290,9150,10.9577
409,0,152,290,9149,10.9597
410,0,152,290,9148,10.9645
409,0,153,290,9148,10.9695
410,0,153,290,9147,10.9723
411,0,153,290,9146,10.9792
412,0,153,290,9145,10.9845
413,0,153,290,9144,10.9852
413,0,152,291,9144,11.0008
412,0,153,291,9144,11.0031
413,0,153,291,9143,11.0049
414,0,153,291,9142,11.0062
413,0,154,291,9142,11.0088
414,0,154,291,9141,11.0114
415,0,154,291,9140,11.0142
415,0,153,292,9140,11.0188
416,0,153,292,9139,11.0215
417,0,153,292,9138,11.0268
416,0,154,292,9138,11.0322
417,0,154,292,9137,11.0343
418,0,154,292,9136,11.0384
417,0,155,292,9136,11.043
416,0,156,292,9136,11.0448
415,0,157,292,9136,11.0478
415,0,156,293,9136,11.051
416,0,156,293,9135,11.0518
417,0,156,293,9134,11.055
416,0,157,293,9134,11.0582
415,0,158,293,9134,11.0585
416,0,158,293,9133,11.073
417,0,158,293,9132,11.0746
418,0,158,293,9131,11.0755
419,0,158,293,9130,11.0769
420,0,158,293,9129,11.077
421,0,158,293,9128,11.0805
422,0,158,293,9127,11.0818
421,0,159,293,9127,11.088
420,0,160,293,9127,11.0907
419,0,161,293,9127,11.0948
420,0,161,293,9126,11.0996
421,0,161,293,9125,11.1035
420,0,162,293,9125,11.1066
419,0,163,293,9125,11.1104
420,0,163,293,9124,11.1111
419,0,164,293,9124,11.1123
420,0,164,293,9123,11.1222
421,0,164,293,9122,11.123
421,0,163,294,9122,11.1245
421,0,162,295,9122,11.127
422,0,162,295,9121,11.128
421,0,163,295,9121,11.1306
420,0,164,295,9121,11.133
420,0,163,296,9121,11.1404
421,0,163,296,9120,11.1426
422,0,163,296,9119,11.1462
421,0,164,296,9119,11.1496
421,0,163,297,9119,11.152
421,0,162,298,9119,11.1529
422,0,162,298,9118,11.1544
422,0,161,299,9118,11.1612
421,0,162,299,9118,11.162
422,0,162,299,9117,11.1665
423,0,162,299,9116,11.1677
422,0,163,299,9116,11.1703
423,0,163,299,9115,11.1714
424,0,163,299,9114,11.1789
423,0,164,299,9114,11.184
422,0,165,299,9114,11.1871
423,0,165,299,9113,11.1927
422,0,166,299,9113,11.1952
421,0,167,299,9113,11.2007
420,0,168,299,9113,11.2034
419,0,169,299,9113,11.2104
419,0,168,300,9113,11.2112
418,0,169,300,9113,11.2287
417,0,170,300,9113,11.2381
416,0,171,300,9113,11.2382
417,0,171,300,9112,11.2445
418,0,171,300,9111,11.2484
417,0,172,300,9111,11.2539
416,0,173,300,9111,11.268
415,0,174,300,9111,11.2682
414,0,175,300,9111,11.2698
414,0,174,301,9111,11.2751
415,0,174,301,9110,11.2757
416,0,174,301,9109,11.2778
417,0,174,301,9108,11.2794
416,0,175,301,9108,11.2842
417,0,175,301,9107,11.2892
417,0,174,302,9107,11.2945
418,0,174,302,9106,11.2956
418,0,173,303,9106,11.2975
419,0,173,303,9105,11.3016
420,0,173,303,9104,11.3068
420,0,172,304,9104,11.3107
421,0,172,304,9103,11.3117
420,0,173,304,9103,11.3141
419,0,174,304,9103,11.3157
418,0,175,304,9103,11.3176
417,0,176,304,9103,11.3232
418,0,176,304,9102,11.3316
419,0,176,304,9101,11.3342
420,0,176,304,9100,11.3429
421,0,176,304,9099,11.3476
421,0,175,305,9099,11.3484
420,0,176,305,9099,11.3501
420,0,175,306,9099,11.3536
419,0,176,306,9099,11.3606
418,0,177,306,9099,11.3611
419,0,177,306,9098,11.3611
420,0,177,306,9097,11.3757
419,0,178,306,9097,11.3837
420,0,178,306,9096,11.3906
420,0,177,307,9096,11.3943
421,0,177,307,9095,11.3955
422,0,177,307,9094,11.4048
422,0,176,308,9094,11.4064
422,0,175,309,9094,11.409
422,0,174,310,9094,11.4111
422,0,173,311,9094,11.4134
421,0,174,311,9094,11.4136
422,0,174,311,9093,11.4274
421,0,175,311,9093,11.4288
421,0,174,312,9093,11.4327
421,0,173,313,9093,11.4351
422,0,173,313,9092,11.4364
422,0,172,314,9092,11.4406
423,0,172,314,9091,11.4409
422,0,173,314,9091,11.4418
423,0,173,314,9090,11.4431
422,0,174,314,9090,11.4476
421,0,175,314,9090,11.4484
421,0,174,315,9090,11.4606
420,0,175,315,9090,11.4682
421,0,175,315,9089,11.4684
422,0,175,315,9088,11.4688
421,0,176,315,9088,11.4775
422,0,176,315,9087,11.4777
423,0,176,315,9086,11.4785
424,0,176,315,9085,11.4815
425,0,176,315,9084,11.4833
426,0,176,315,9083,11.4838
425,0,177,315,9083,11.4958
426,0,177,315,9082,11.4969
425,0,178,315,9082,11.5021
424,0,179,315,9082,11.5051
423,0,180,315,9082,11.5053
424,0,180,315,9081,11.5125
425,0,180,315,9080,11.5149
426,0,180,315,9079,11.5196
425,0,181,315,9079,11.5268
426,0,181,315,9078,11.5314
425,0,182,315,9078,11.5324
426,0,182,315,9077,11.5401
427,0,182,315,9076,11.5436
427,0,181,316,9076,11.547
428,0,181,316,9075,11.548
428,0,180,317,9075,11.5494
428,0,179,318,9075,11.5548
428,0,178,319,9075,11.5624
428,0,177,320,9075,11.5673
429,0,177,320,9074,11.5689
430,0,177,320,9073,11.5718
429,0,178,320,9073,11.5719
430,0,178,320,9072,11.5736
429,0,179,320,9072,11.5782
429,0,178,321,9072,11.5846
428,0,179,321,9072,11.5851
428,0,178,322,9072,11.5877
427,0,179,322,9072,11.5988
428,0,179,322,9071,11.6014
428,0,178,323,9071,11.6046
429,0,178,323,9070,11.6077
430,0,178,323,9069,11.6094
431,0,178,323,9068,11.6131
432,0,178,323,9067,11.6144
433,0,178,323,9066,11.619
434,0,178,323,9065,11.6197
435,0,178,323,9064,11.6202
436,0,178,323,9063,11.6212
435,0,179,323,9063,11.6253
436,0,179,323,9062,11.6319
437,0,179,323,9061,11.6367
436,0,180,323,9061,11.6446
436,0,179,324,9061,11.6451
435,0,180,324,9061,11.6451
435,0,179,325,9061,11.6462
435,0,178,326,9061,11.6529
435,0,177,327,9061,11.6532
436,0,177,327,9060,11.6552
437,0,177,327,9059,11.6567
437,0,176,328,9059,11.6603
437,0,175,329,9059,11.6624
436,0,176,329,9059,11.6664
437,0,176,329,9058,11.6691
437,0,175,330,9058,11.6709
438,0,175,330,9057,11.6713
438,0,174,331,9057,11.6771
438,0,173,332,9057,11.6775
439,0,173,332,9056,11.6793
439,0,172,333,9056,11.684
440,0,172,333,9055,11.6842
440,0,171,334,9055,11.6848
439,0,172,334,9055,11.6886
440,0,172,334,9054,11.6889
440,0,171,335,9054,11.6957
439,0,172,335,9054,11.6966
438,0,173,335,9054,11.7018
438,0,172,336,9054,11.718
439,0,172,336,9053,11.726
440,0,172,336,9052,11.7328
441,0,172,336,9051,11.7346
440,0,173,336,9051,11.7349
439,0,174,336,9051,11.7354
440,0,174,336,9050,11.7413
439,0,175,336,9050,11.747
438,0,176,336,9050,11.7502
437,0,177,336,9050,11.7524
436,0,178,336,9050,11.7565
435,0,179,336,9050,11.7596
436,0,179,336,9049,11.767
435,0,180,336,9049,11.7721
434,0,181,336,9049,11.7729
433,0,182,336,9049,11.7751
434,0,182,336,9048,11.7825
435,0,182,336,9047,11.7851
434,0,183,336,9047,11.7866
434,0,182,337,9047,11.7933
435,0,182,337,9046,11.7946
436,0,182,337,9045,11.7958
437,0,182,337,9044,11.8002
436,0,183,337,9044,11.8099
436,0,182,338,9044,11.8121
437,0,182,338,9043,11.8131
438,0,182,338,9042,11.821
439,0,182,338,9041,11.8215
440,0,182,338,9040,11.8246
441,0,182,338,9039,11.8293
440,0,183,338,9039,11.8316
441,0,183,338,9038,11.8492
442,0,183,338,9037,11.8552
443,0,183,338,9036,11.8553
444,0,183,338,9035,11.8597
445,0,183,338,9034,11.8632
445,0,182,339,9034,11.8643
444,0,183,339,9034,11.8665
444,0,182,340,9034,11.8727
443,0,183,340,9034,11.8737
442,0,184,340,9034,11.8756
442,0,183,341,9034,11.8771
442,0,182,342,9034,11.8869
441,0,183,342,9034,11.8946
442,0,183,342,9033,11.8964
441,0,184,342,9033,11.8975
441,0,183,343,9033,11.905
441,0,182,344,9033,11.906
440,0,183,344,9033,11.9173
439,0,184,344,9033,11.9197
440,0,184,344,9032,11.9206
439,0,185,344,9032,11.922
440,0,185,344,9031,11.9239
440,0,184,345,9031,11.9248
439,0,185,345,9031,11.9306
440,0,185,345,9030,11.9311
441,0,185,345,9029,11.9388
441,0,184,346,9029,11.9411
441,0,183,347,9029,11.9419
442,0,183,347,9028,11.9493
443,0,183,347,9027,11.957
444,0,183,347,9026,11.962
445,0,183,347,9025,11.9695
444,0,184,347,9025,11.9762
445,0,184,347,9024,11.9788
444,0,185,347,9024,11.9841
445,0,185,347,9023,11.9856
444,0,186,347,9023,11.9872
445,0,186,347,9022,11.9943
444,0,187,347,9022,11.9944
445,0,187,347,9021,12.0026
445,0,186,348,9021,12.0053
446,0,186,348,9020,12.0065
445,0,187,348,9020,12.0107
446,0,187,348,9019,12.0108
445,0,188,348,9019,12.0137
445,0,187,349,9019,12.0141
444,0,188,349,9019,12.018
443,0,189,349,9019,12.0223
